	Case1	Case2	Case3	Case4	Ctrl1	Ctrl2	Ctrl3	Ctrl4
A830018L16Rik	24.14	11.87	11.69	6.90	269.20	409.54	407.28	291.71
A830036E02Rik	5.48	12.44	4.69	1.37	143.08	311.56	181.01	41.17
A830082K12Rik	6.29	8.91	19.79	6.52	35.26	57.63	19.52	10.51
A930007I19Rik	0.36	0.98	2.34	3.19	18.99	30.00	16.00	25.00
A930037H05Rik	9.24	244.49	129.28	95.19	67.49	33.61	14.83	14.83
AA414768	0.32	459.51	318.39	66.23	25.39	16.37	21.76	14.28
AA465934	28.97	31.40	2.20	4.52	83.16	41.14	27.00	11.05
AA474408	43.11	248.69	43.22	248.40	188.52	99.29	126.34	92.83
AA623943	1.19	1.13	27.68	1.08	1.00	6.00	11.00	7.00
AA792892	0.33	1.78	1.68	3.73	4090.12	4892.57	3492.75	2704.12
AC061963.3	5.84	43.40	79.07	7.93	9.19	6.30	11.19	2.03
AC079680.3	3.12	40.74	25.33	5.32	8.13	13.13	6.15	6.39
AC087890.1	2.87	12.23	2.93	6.45	7.22	6.28	5.19	8.26
AC091764.2	31.23	99.27	18.86	27.90	4003.51	4802.67	2949.23	2782.88
AC091785.2	5.05	5.39	1.96	5.56	114.91	4.50	20.97	7.54
AC096628.2	0.82	3.05	12.19	1.43	7.73	46.47	22.36	8.37
AC099934.6	5.81	2.85	4.61	6.54	32.57	89.94	62.39	45.80
AC099934.7	17.74	45.06	51.03	346.20	157.14	59.33	70.43	26.86
AC100406.3	13.26	30.77	32.72	21.92	15.86	43.80	21.47	4.78
AC102312.3	4.79	25.42	27.31	20.57	18.01	72.41	42.16	34.13
AC102350.1	0.31	0.99	0.99	5.38	5.06	21.18	31.14	20.35
AC104897.1	17.19	51.10	54.88	13.83	27.27	11.99	8.74	10.10
AC105407.2	1.55	0.98	3.96	1.14	14.25	9.88	18.87	14.87
AC107763.1	1.86	2.04	8.48	4.14	11.74	25.30	15.13	4.03
AC110091.3	0.96	16.03	3.00	1.54	5.61	16.00	13.91	11.32
AC110901.1	1.63	25.89	16.13	11.42	21.91	51.50	24.11	17.00
AC111046.1	3.70	1.79	5.63	4.26	51.68	33.48	36.59	12.77
AC112146.1	41.61	1.42	1.46	33.04	1.00	336.95	228.98	152.97
AC113508.4	1.02	1.98	1.73	3.91	24.03	16.06	14.78	10.51
AC113527.1	7.91	10.12	20.10	5.49	43.45	29.04	24.74	22.09
AC114575.3	12.15	80.59	112.89	36.49	16.62	24.32	13.52	4.12
AC114645.3	3.05	15.59	38.15	5.44	10.79	11.00	9.00	6.81
AC115122.1	48.86	7.89	1.22	7.57	14.56	12.86	2.95	5.19
AC115300.1	10.73	8.78	11.69	25.69	0.33	16.84	9.75	8.00
AC115744.1	3.56	5.06	1.11	4.52	341.85	265.65	194.80	163.90
AC115880.1	3.21	25.70	1.04	3.51	31.57	28.31	44.33	41.88
AC116587.1	4.07	3.95	8.63	20.43	23.48	28.89	32.56	10.33
AC116589.1	2.00	0.67	1.88	16.45	0.83	24.02	8.53	11.19
AC116589.3	28.54	11.80	165.36	44.83	61.46	23.80	9.23	27.49
AC116726.1	217.30	535.62	499.20	306.01	226.29	545.12	24.50	176.57
AC116726.2	4.53	277.69	231.09	185.75	48957.24	97551.36	47627.85	50447.60
AC117199.1	12.59	24.78	3.90	7.83	42.38	25.00	21.00	11.00
AC117205.1	2.05	2.93	22.51	3.91	344.26	300.80	142.22	190.90
AC117226.2	47.35	184.86	25.94	41.89	488.28	316.18	372.45	204.65
AC117232.2	13.76	12.71	8.44	10.85	5.79	14.02	26.22	64.66
AC117232.3	9.60	3.70	14.15	12.32	34.94	36.31	26.62	27.34
AC117245.3	4.63	15.57	11.56	4.77	18.70	24.45	21.47	15.19
AC117639.1	8.67	26.00	24.15	6.72	12.74	18.01	4.61	7.53
AC117769.3	3.92	1.99	5.72	3.99	49.06	90.58	41.93	32.59
AC118476.6	2.14	6.08	1.73	2.48	7.37	81.38	48.56	49.73
AC120347.1	2.06	8.59	6.88	6.90	76.10	20.65	33.10	14.30
AC121569.3	0.92	5.85	3.06	12.39	20.80	6.25	9.00	7.00
AC121793.1	37.40	12.15	26.89	3.68	1.51	84.65	47.34	7.11
AC121793.2	14.90	137.49	31.88	32.90	949.62	699.96	481.50	278.18
AC121804.3	1.32	1.08	13.48	1.02	11.58	25.30	16.28	3.04
AC121965.1	174.40	406.89	615.64	542.16	222.92	192.97	92.99	76.99
AC122024.2	1.24	9.60	1.48	7.39	7.84	14.02	10.69	8.85
AC122024.3	71.63	37.19	31.66	9.93	40.58	54.74	13.24	82.36
AC122305.1	63.12	1.78	80.03	49.77	7.46	13.34	27.40	6.57
AC122335.3	23.45	77.76	18.23	15.22	104.52	45.20	71.87	21.78
AC122346.1	0.96	5.87	16.79	0.98	96.40	112.96	85.06	44.70
AC122354.1	3.48	1.03	18.93	2.89	23.50	45.76	27.29	36.78
AC122357.2	277.16	77.61	485.53	840.24	384.86	232.35	318.04	187.47
AC122357.4	7.30	4.59	6.49	1.09	16.37	15.58	22.41	11.45
AC122382.2	3.95	1.35	4.89	10.61	3.03	40.51	9.16	5.12
AC122539.3	125.11	356.71	631.79	353.34	911.14	264.95	329.08	248.51
AC122824.2	0.75	3.15	2.77	1.20	694.61	425.99	364.00	318.72
AC122840.2	21.59	6.78	7.64	9.07	44.91	64.68	34.96	9.43
AC123832.1	5.89	13.01	1.00	2.95	41.17	40.68	13.27	29.23
AC123954.1	2.40	9.17	2.62	14.29	717.27	1056.62	564.84	433.98
AC124179.1	2.87	0.98	1.09	3.91	40.88	49.20	26.34	18.51
AC124196.1	31.39	230.92	152.92	33.30	250.78	114.98	65.57	37.24
AC124392.1	16.47	13.89	67.25	26.72	37.19	131.44	66.07	92.42
AC124421.1	29.87	49.78	116.01	26.60	257.93	39.23	40.31	44.36
AC124426.3	444.39	323.34	1337.30	1628.64	525.54	583.66	621.54	358.96
AC124426.4	3.07	87.34	460.02	337.43	33.25	56.47	87.07	29.32
AC124453.1	712.72	1391.64	3574.66	1371.62	3508.72	1330.11	1184.45	820.57
AC124516.1	3.47	40.45	29.48	11.39	358.12	284.00	223.80	217.00
AC124516.2	4.85	8.78	9.28	0.98	9.83	9.31	12.30	8.01
AC124569.2	4.79	18.54	62.18	1.96	122.53	96.58	17.43	26.61
AC124569.3	0.96	74.14	76.43	125.62	97.66	28.44	91.99	90.62
AC124595.2	5.02	4.26	9.86	13.70	110.43	115.68	44.31	13.07
AC124739.5	217.25	477.71	359.30	357.85	115.93	26.76	32.64	27.01
AC124744.2	388.08	812.16	1319.77	1695.31	47.24	145.89	38.43	62.92
AC124778.3	0.77	5.85	0.97	0.99	628.72	557.75	324.82	416.66
AC125374.2	6.64	24.76	63.97	15.99	5951.07	4489.83	3105.05	3068.98
AC125374.3	2.96	7.34	13.47	2.06	63.13	84.15	39.16	30.74
AC125374.5	1.05	2.55	58.14	3.10	20.41	18.72	7.80	6.14
AC125484.1	8.40	19.89	11.59	6.14	19.20	5.96	9.97	15.75
AC125532.2	19.02	39.64	7.75	11.13	47.17	5.86	1.37	9.68
AC126043.1	23.91	113.76	6.60	19.76	10.48	13.77	0.72	8.98
AC126459.5	27.46	156.00	32.58	81.48	110.34	109.16	72.19	63.44
AC127224.2	6.56	186.11	36.11	8.59	62.34	115.77	23.91	10.70
AC127242.1	24.47	28.77	38.21	75.87	142.39	149.36	61.70	66.48
AC127302.1	58.30	17.89	19.44	44.74	35.52	13.92	17.82	5.65
AC127337.2	8.08	1.36	429.65	249.82	197.84	613.47	302.80	261.93
AC127590.1	5.50	2.37	7.62	2.26	209.32	192.87	179.42	132.78
AC127597.1	78.03	130.74	186.02	423.98	24.86	9.29	14.17	14.35
AC129016.2	181.24	461.32	772.43	599.43	227.04	354.01	207.13	196.61
AC129085.2	13.27	53.85	63.42	24.71	845.23	1311.76	652.03	765.02
AC130827.1	4.30	1.16	6.71	6.25	69.10	159.82	90.04	24.56
AC131187.2	4.12	14.62	10.76	6.81	103.81	8.90	70.46	88.81
AC131660.1	8.15	1.12	1.58	2.26	333.57	267.50	141.43	145.05
AC131743.1	0.78	2.95	23.44	7.19	16.82	4.61	9.48	7.37
AC131743.5	0.53	5.06	8.86	6.74	7.17	9.06	2.60	5.07
AC131759.1	9.55	25.74	11.36	4.73	29.15	66.42	36.59	11.27
AC132332.1	42.72	46.99	1.91	2.10	37.06	30.08	10.51	7.89
AC132344.1	5.33	12.77	14.17	2.30	129.95	16.27	10.14	86.18
AC132465.3	6.23	2.60	9.96	27.26	17.48	6.79	8.38	1.48
AC132609.2	4.48	12.19	12.30	23.30	30.02	3.60	15.00	35.75
AC132954.5	9.22	1.93	7.40	4.66	205.10	137.10	74.00	108.51
AC133207.2	2.06	9.10	1.27	1.21	42.40	32.54	27.89	20.73
AC133498.1	0.97	13.68	1.17	8.89	20.17	119.33	57.77	53.01
AC133650.1	0.53	21.38	0.99	25.67	247.43	213.53	125.11	125.01
AC134324.1	10.26	8.96	12.09	4.43	278.87	312.77	286.73	217.89
AC134867.2	4.11	1.95	6.08	5.66	2.74	12.92	7.15	5.94
AC134917.2	43.22	98.42	55.99	171.00	4.90	6.33	5.50	10.20
AC135633.1	1.43	4.65	476.65	3.91	133.01	136.30	136.37	16.27
AC135641.1	27.58	3.04	18.67	16.68	109.76	13.86	19.47	7.77
AC137067.2	3.65	8.09	15.45	13.22	539.45	212.32	375.84	330.93
AC137843.1	0.97	6.84	10.10	1.19	80.17	64.28	50.41	26.04
AC138284.1	81.92	5.14	46.94	38.94	13.21	16.86	9.31	12.39
AC138284.3	434.06	3758.95	2074.86	987.52	149.62	144.30	72.02	94.16
AC138284.6	2.93	17.69	3.02	1.07	18.94	9.46	12.79	10.33
AC138459.1	4.58	10.29	7.09	23.55	1.11	27.09	6.99	9.18
AC139382.1	0.62	0.98	3.54	0.94	148.65	213.47	94.41	132.31
AC139941.1	3.91	69.93	31.35	71.28	89.78	54.02	105.11	62.05
AC139941.2	2.87	51.51	15.59	7.84	50.33	31.00	41.00	47.99
AC140285.1	13.33	9.82	10.12	2.45	9.73	7.54	16.02	6.19
AC140409.1	3.08	3.57	1.02	10.64	26.67	7.47	28.31	8.98
AC140477.3	43.14	23.15	65.27	168.48	49.98	22.00	30.00	46.99
AC141438.1	363.18	3202.04	29.42	662.75	558.13	1348.44	876.12	449.11
AC142407.1	2.20	0.89	7.15	6.01	10.17	9.14	9.15	2.07
AC144733.1	66.41	14.10	22.14	51.50	5.93	41.68	14.61	36.94
AC147256.1	16.67	21.70	14.07	3.41	38.20	33.72	39.81	69.86
AC151530.1	1.46	13.03	1.97	0.99	76.37	30.28	30.69	66.14
AC151895.1	2.44	3.24	9.87	11.68	16.71	10.22	13.17	20.50
AC151971.5	2.27	10.67	382.83	1.17	33.17	6.78	5.52	7.96
AC151971.9	3.67	7.14	21.77	1.58	10.22	9.77	6.86	1.24
AC152061.1	3.86	7.82	2.20	1.32	7.00	7.00	7.00	3.92
AC152949.2	2648.22	8927.95	10417.56	8223.57	7087.56	8106.41	5728.62	5335.38
AC152979.5	0.94	2.93	3.03	9.04	58.09	43.31	28.40	39.10
AC153150.1	2.36	7.86	11.30	3.70	58.04	464.30	103.55	26.26
AC153152.2	50.68	18.82	141.43	46.14	156.45	178.67	73.38	91.50
AC153365.1	7.57	1.62	1.18	0.98	41.31	18.14	24.87	27.53
AC153365.2	36.48	8.59	45.25	126.58	105.62	160.64	79.75	102.76
AC153367.1	0.41	16.26	15.79	7.98	45.34	66.44	33.25	26.21
AC153369.1	1.92	1.95	6.82	9.79	7.00	24.00	22.00	21.00
AC153501.1	3.97	2.14	1.20	2.33	45.25	5.57	8.95	5.41
AC153504.2	2.13	12.01	9.87	0.32	15.88	7.19	5.79	2.96
AC153506.1	1.08	1.49	2.61	7.02	46.14	39.33	24.58	37.65
AC153506.3	55.53	159.73	90.66	137.04	234.08	53.30	155.43	42.13
AC153512.3	10.35	10.32	0.43	4.10	3.56	5.82	11.22	8.17
AC153522.2	12.93	45.48	8.86	9.69	16.81	8.64	2.57	8.82
AC153524.1	7.52	2.28	2.81	1.90	7.68	3.25	5.73	7.09
AC153532.1	112.76	42.57	330.45	8.69	15.85	21.05	33.53	15.10
AC153546.1	1426.23	3922.65	3730.49	4233.69	3408.05	3207.78	2446.59	2259.44
AC153548.2	464.24	3036.09	64.69	383.69	298.57	690.10	554.22	282.92
AC153729.5	31.59	29.92	119.12	55.96	27.50	34.90	27.47	16.23
AC153856.3	32.13	107.52	147.23	94.91	247.70	286.53	178.25	125.89
AC153856.4	32.13	107.52	147.23	94.91	247.70	286.53	178.25	125.89
AC153856.6	1.44	4.01	28.00	7.55	474.49	29.27	286.87	257.82
AC153862.2	3.59	35.63	14.25	9.96	604.42	493.56	249.92	180.02
AC153887.4	35.54	32.46	32.19	20.20	6.91	25.14	3.21	12.29
AC153937.2	2.13	2.43	10.39	2.46	17.53	11.12	13.75	4.16
AC153937.3	13.17	30.25	54.28	98.48	107.06	131.31	70.35	64.13
AC153937.5	3.86	9.33	28.96	15.08	12.11	6.91	6.43	1.00
AC153947.1	16.29	9.13	3.33	13.96	69.68	46.38	63.74	35.12
AC153948.1	43.98	45.08	5.77	18.68	31.17	17.36	14.63	10.31
AC153950.1	167.62	24.74	40.09	22.73	5.82	84.39	11.14	34.29
AC153959.1	22.47	9.14	67.31	2.48	376.38	145.33	84.14	78.22
AC153962.3	14.96	157.82	11.96	1.24	9.09	16.53	5.71	3.42
AC154028.1	9.96	2.12	0.77	2.03	20.53	14.52	3.02	11.43
AC154176.2	29.52	16.53	7.60	10.05	10.39	7.01	10.40	4.44
AC154220.1	2.93	12.82	2.98	1.97	17.18	11.09	5.03	7.12
AC154269.1	2.54	6.60	1.11	0.98	14.99	12.46	32.89	11.29
AC154305.1	2.35	4.11	9.61	13.65	22.11	32.59	21.13	12.65
AC154347.2	1.43	6.83	7.34	4.84	4.03	9.09	101.58	32.10
AC154361.1	3.10	34.36	31.98	24.94	41.12	26.74	41.72	47.06
AC154506.4	86.92	65.18	804.26	70.99	180.56	346.80	346.35	145.25
AC154517.3	1209.24	410.48	1646.30	476.42	178.14	17.36	0.18	92.88
AC154552.3	9.09	22.20	19.76	128.66	10.81	16.52	8.81	13.57
AC154597.1	9.39	44.58	34.35	40.58	9.05	7.77	22.73	28.63
AC154612.1	0.51	9.26	1.12	3.88	49.35	14.74	2.62	11.72
AC154634.4	0.36	2.14	1.26	0.98	8.51	10.99	7.45	4.62
AC154636.3	26.96	82.37	384.65	428.79	36.47	10.93	25.87	1.10
AC154642.2	5.01	5.88	0.93	2.36	26.47	16.10	8.06	1.56
AC154724.1	12.60	3.94	30.30	13.93	277.18	329.79	190.28	147.16
AC154767.3	246.66	599.07	192.10	1006.97	32.66	250.89	36.50	25.73
AC154826.2	1.99	0.98	9.76	2.29	4.46	7.01	5.01	7.00
AC154849.1	114.99	483.32	6.32	451.09	183.93	91.99	84.99	144.98
AC155245.1	213.66	2304.02	839.68	518.36	546.31	172.20	61.35	200.22
AC155256.1	123.39	370.97	1017.23	2072.63	150.90	183.25	146.54	121.55
AC155266.1	19.15	28.14	22.27	27.38	13.18	17.08	14.77	15.72
AC155298.2	2.61	2.93	14.45	23.95	10.09	19.85	15.54	9.90
AC155805.2	21.34	26.24	10.97	9.91	9.70	9.76	7.75	5.47
AC155830.1	3.44	10.19	16.07	32.93	27.23	24.40	17.39	26.09
AC155927.1	1.45	1.37	10.29	3.07	7.99	6.18	12.06	4.39
AC155941.2	393.08	2194.82	2562.59	921.87	23.23	31.33	12.38	87.65
AC155941.5	2.08	1.00	21.88	5.58	17.96	9.75	9.83	14.04
AC155941.6	4.00	7.88	4.88	10.01	61.52	72.31	67.07	41.99
AC156273.3	19.62	106.03	211.42	45.24	27.54	18.64	22.44	7.36
AC156389.1	2.39	11.68	24.73	26.18	9.33	9.42	14.63	4.25
AC156572.2	11.41	4.36	5.23	18.22	869.02	987.31	801.62	577.67
AC156636.2	9.60	5.86	13.68	10.78	6.01	20.98	16.03	11.76
AC156802.2	2.50	3.50	6.73	1.96	12.35	12.59	8.00	4.00
AC157353.3	3.60	12.75	1.65	0.87	27.16	30.73	15.32	11.88
AC157515.1	62.92	104.39	399.58	119.27	262.79	2.57	237.28	389.59
AC157515.2	16.51	62.17	119.91	136.69	237.63	242.41	211.76	223.22
AC157950.2	3.08	3.60	9.14	13.61	415.34	393.38	243.69	341.83
AC158392.3	5.32	1.02	2.44	20.50	12.98	22.91	40.36	26.52
AC158398.1	4.61	31.21	15.87	1.57	177.36	189.12	115.84	118.58
AC158595.1	3.99	1.80	2.92	1.79	171.33	1.03	16.00	9.00
AC158598.2	16.34	20.55	21.02	27.76	30.91	23.46	3.16	14.42
AC158600.3	1.39	6.80	7.01	7.36	117.91	91.94	88.80	129.12
AC158605.2	14.47	0.94	0.97	7.35	21.99	10.01	9.00	3.00
AC158633.3	278.12	235.83	281.29	196.97	94.78	18.60	14.53	60.47
AC158802.1	0.96	1.95	18.51	4.89	65.36	38.55	24.45	16.93
AC158938.1	7.82	9.90	11.71	3.20	1227.24	698.45	649.02	689.79
AC159190.1	36.17	18.99	22.34	17.48	2.37	5.95	5.81	30.67
AC159190.2	4.39	7.83	7.35	7.51	26.40	21.30	23.20	1.00
AC159193.3	7.56	12.57	15.65	8.79	54.87	7.17	13.78	15.33
AC159244.1	3.31	2.83	7.67	3.10	1.53	14.74	7.37	24.83
AC159261.2	1.65	1.61	10.91	4.50	10.10	32.38	15.18	39.77
AC159290.1	19.21	20.60	73.61	202.27	264.69	585.40	291.97	170.66
AC159297.2	27.73	24.64	2.46	2.29	15.95	15.94	8.23	3.29
AC159297.3	82.68	72.38	104.09	38.93	16.54	15.31	6.13	1.15
AC159301.1	0.96	8.83	17.89	0.99	7.17	31.21	25.37	20.21
AC159315.1	7.67	4.13	19.29	11.68	467.33	1140.51	905.82	375.54
AC159462.3	7.05	1.02	14.91	3.47	35.06	1.96	5.83	34.39
AC159475.3	0.38	1.01	35.81	27.92	41.81	14.50	28.49	5.40
AC159477.1	0.95	3.41	0.97	34.76	1318.17	1114.86	399.98	420.68
AC159625.1	100.22	145.85	38.64	5.66	9.23	31.01	10.82	47.43
AC159633.1	3.49	15.69	7.88	4.34	23.26	9.64	14.66	13.96
AC159633.2	10.16	220.75	11.54	45.41	15.41	15.93	16.70	7.17
AC159635.1	1.01	8.19	2.07	4.44	58.27	10.13	22.32	2.12
AC159809.2	10.71	7.08	40.95	17.92	55.37	76.85	62.25	36.24
AC159815.1	1.83	11.21	7.25	13.02	48.02	117.44	27.32	53.71
AC159820.1	2.61	1.96	14.75	5.92	23.15	25.17	13.09	17.08
AC160051.3	0.96	35.13	0.97	4.89	43.49	55.99	36.79	5.00
AC160060.1	2.02	1.95	9.95	9.79	6.00	61.73	34.00	6.00
AC160114.2	18.10	69.53	179.08	15.08	214.16	136.46	86.55	59.89
AC160138.1	36.85	84.22	18.53	90.42	15.54	28.68	43.29	11.92
AC160249.1	12.95	16.76	7.14	4.80	140.30	181.39	146.60	80.62
AC161252.3	16.30	46.34	11.52	44.49	55.88	99.57	42.05	43.54
AC161254.1	23.95	6.18	38.99	65.81	5.91	70.57	14.52	24.83
AC161590.1	4.93	6.34	20.22	77.93	192.61	191.97	152.74	138.43
AC161825.1	2.13	1.27	7.93	8.68	170.34	140.54	111.34	62.44
AC162467.3	1.14	1.33	1.00	5.49	9.16	11.14	5.76	12.30
AC162934.5	32.56	13.32	1.88	7.04	15.60	22.73	5.86	22.08
AC163038.3	22.33	111.77	132.51	176.30	47.93	36.53	32.15	18.79
AC163040.3	4.66	7.70	14.14	2.59	48.59	43.61	9.47	12.49
AC163350.1	48.39	11.85	265.32	17.89	74.75	18.25	17.01	12.10
AC163637.2	7.05	58.76	62.02	57.46	9.26	31.80	31.24	25.54
AC163651.3	0.90	4.05	8.65	6.14	13.89	31.63	6.84	17.46
AC163660.1	119.56	2.61	204.33	13.47	13.86	15.76	38.98	34.84
AC163660.3	49.00	5.72	79.83	50.49	29.62	43.60	30.75	19.38
AC163903.1	2.79	42.77	21.30	4.78	100.51	128.22	54.23	61.32
AC164092.4	5.17	13.85	15.91	6.86	111.20	177.08	157.29	184.20
AC164117.1	105.38	15.08	305.37	73.03	612.74	1169.64	825.08	371.62
AC164297.1	159.81	6.35	217.89	59.68	120.04	224.70	101.16	54.57
AC164297.2	0.96	2.53	13.88	7.93	12.27	34.36	10.00	5.57
AC164297.6	36.86	45.91	18.05	81.57	130.61	38.50	28.04	128.70
AC164550.2	35.55	109.13	127.04	35.06	17.98	29.85	9.05	11.72
AC164573.1	0.99	12.92	1.05	4.31	23.97	31.83	52.92	25.59
AC164625.1	2.25	10.86	16.98	8.65	76.12	98.09	30.13	28.07
AC164629.1	18.23	25.77	4.73	14.49	13.71	25.49	11.17	31.70
AC165080.4	18.93	15.34	22.41	5.49	366.33	103.17	40.85	49.35
AC165261.1	0.96	1.95	5.89	1.96	20.70	13.49	16.02	15.33
AC165261.2	0.96	4.06	6.56	16.45	42.79	7.00	5.00	8.43
AC165273.1	3.27	8.47	13.56	18.58	53.17	78.90	78.72	16.07
AC166750.1	29.52	28.93	1.90	121.76	26.53	23.46	21.61	58.77
AC167192.3	450.68	53.15	62.86	61.11	174.81	625.43	303.98	297.52
AC167229.2	4.03	11.45	22.80	9.15	13.99	14.00	60.00	55.99
AC167244.2	18.16	91.87	67.99	66.31	538.18	484.88	472.88	296.59
AC167977.4	8.27	70.04	110.26	71.03	14.31	172.56	24.17	115.22
AC167978.1	12.87	78.81	37.72	35.12	14.27	51.71	58.57	4.27
AC171206.1	22.48	42.42	44.78	27.79	109.82	42.60	52.60	36.17
AC173345.3	4.79	141.61	61.12	55.93	63.76	15.25	39.81	56.43
AC173345.4	0.96	1.65	45.40	82.40	36.24	85.26	64.92	20.66
AC173345.6	3.77	17.14	11.10	7.61	11.15	2.18	7.09	5.69
AC175538.2	1.42	6.73	113.97	277.67	165.60	24.65	69.49	42.52
AC183092.2	3.86	1.19	8.21	7.64	39.59	0.20	27.02	45.74
AC183268.1	4.96	1.00	4.04	2.12	8.02	6.00	5.00	7.00
AC186674.1	36.59	94.65	232.95	4.89	125.30	75.47	35.87	72.59
AC186674.2	3.68	28.70	26.37	24.56	21.02	21.54	9.96	15.41
AC187103.1	12.12	0.12	4.28	1.96	8.89	7.58	6.06	5.05
AC187103.2	2.01	9.49	15.58	2.94	43.98	69.32	11.01	17.54
AC192333.4	141.21	73.56	344.03	59.46	179.61	291.35	292.01	288.56
AC192334.3	109.53	101.29	93.35	164.85	42.56	43.61	33.73	27.20
AC192616.1	88.88	47.81	117.71	76.33	11.00	31.25	14.00	14.00
AC192616.5	105.99	21.54	18.08	622.07	8.15	8.35	8.59	10.99
AC192616.8	28.42	5.69	445.56	32.49	122.90	304.91	167.89	170.90
AC207128.2	134.70	760.59	325.68	180.30	1414.91	435.51	243.79	336.21
AC238811.4	4.70	2.44	19.98	1.67	4.15	6.03	5.12	10.68
AC241534.1	3.38	1.63	7.83	4.17	35.99	40.18	8.36	72.75
AC241534.3	695.75	1860.65	3852.75	994.32	5867.55	3323.05	2020.68	1196.77
AC241534.4	9.94	42.65	12.23	51.81	16.58	6.50	8.46	4.47
AC241593.2	4.42	1.07	3.37	5.69	19.88	50.24	16.20	13.02
AC241621.2	0.96	37.03	29.92	27.86	14.99	20.60	18.22	9.28
AF067063	0.84	2.39	270.68	48.94	19.81	87.66	6.01	31.58
AI314180	1081.00	370.77	339.66	1534.45	12165.57	12321.79	8327.43	6531.92
AI314278	1.67	6.05	9.02	15.17	10.46	14.02	9.63	5.93
AI413582	194.52	188.32	298.08	323.93	40.99	266.96	107.99	73.99
AI480526	8.62	200.03	26.09	7.93	10.81	22.00	86.30	56.99
AI481877	213.68	785.46	98.05	110.58	2540.47	3536.53	1568.54	1420.91
AI506816	78.53	797.89	76.16	1667.66	147.58	110.29	175.52	69.48
AI593442	13.07	42.93	2.30	0.98	38.99	37.74	30.00	13.00
AI597479	465.69	567.90	1332.59	12.72	992.64	1605.79	1162.92	1553.74
AI661453	45.04	2.29	84.75	55.78	15.99	132.98	20.00	2.00
AI837181	84.15	4.33	8.13	0.98	5.00	5.00	3.97	26.00
AI838599	3.54	10.15	14.52	1.95	46.59	72.49	35.17	13.02
AI846148	39.29	5.82	486.08	222.15	4299.43	1802.76	1252.88	949.84
AI987944	0.61	11.48	0.98	200.65	4592.44	5708.58	4752.05	3380.36
AK157302	65.65	159.68	106.56	17.50	489.82	183.93	191.56	228.71
AL450321.1	1.24	7.51	2.38	0.81	15.68	6.81	3.05	8.39
AL513022.1	0.36	3.90	0.98	8.81	7.00	172.98	48.58	9.00
AL589661.1	67.32	182.50	369.62	318.03	6.32	30.40	28.48	44.38
AL603745.2	3.19	8.74	13.45	47.77	1068.71	1343.30	1076.53	832.73
AL607105.1	56.89	127.04	83.99	105.20	44.55	262.90	145.68	43.34
AL607131.1	1253.59	7581.46	4361.85	4905.43	8.32	36.89	9.57	16.31
AL671874.1	21.43	18.12	4.37	67.10	29.40	30.16	21.64	15.64
AL691505.1	1.40	1.04	4.58	0.98	336.26	50.99	161.27	121.76
AL928687.1	2.87	81.46	8.15	100.56	15.16	62.28	42.32	26.38
AU015836	7.49	278.57	46.71	231.30	17710.51	20788.21	14006.09	10477.26
AU018091	1561.52	479.69	3118.13	2874.37	796.78	634.51	465.86	263.51
AU019823	107.63	361.12	6.53	226.27	3253.17	2652.27	2485.50	1771.83
AU019990	33.40	667.75	1.50	0.98	6.02	16.93	13.46	14.11
AU020206	842.23	1806.14	249.37	2073.71	468.83	581.92	545.96	338.94
AU022252	37.22	211.64	742.17	415.26	538.13	253.58	173.05	155.99
AU022751	10.54	314.58	782.54	1.81	134534.80	131434.41	100077.35	78054.99
AU023762	2.87	25.44	3.45	6.20	42.27	87.98	40.96	85.21
AU040320	131.28	60.50	300.03	342.21	556.80	716.90	1040.93	394.93
AU041133	2.87	0.98	415.71	79.47	50.68	16.45	47.03	29.11
AV026068	1.23	2.12	9.06	3.88	60.80	16.15	42.63	36.41
AW146154	8.12	22.83	13.11	11.28	1313.49	2327.31	1587.23	1399.13
AW209491	27.56	1679.65	658.50	0.98	283.90	63.99	186.99	169.97
AW495222	19.24	112.20	119.74	107.70	62.98	1.00	40.00	29.91
AW549877	132.49	264.43	23.38	0.88	87.97	225.97	102.99	73.99
AW554918	0.42	341.46	253.27	379.33	2204.63	2168.96	1609.97	1122.55
AW822252	14.14	160.71	9.94	38.82	14.18	11.70	7.29	9.20
AY036118	42922.10	216782.80	158792.18	179197.16	472157.78	311035.42	280560.43	195834.38
AY512931	5.66	6.11	18.76	3.91	26.30	18.14	11.75	8.94
Aaas	1124.95	3496.17	2403.14	3598.41	2382.13	1151.85	2128.86	1709.72
Aaed1	59.49	253.45	247.69	15.30	19.72	43.10	21.04	28.02
Aagab	2.61	1506.58	7.65	223.13	642.77	661.91	270.98	232.96
Aak1	3.83	1.95	31.30	8.88	704.73	620.26	337.98	312.10
Aamdc	3.83	15.16	126.04	376.77	220.92	43.99	2.00	16.00
Aamp	2022.80	4586.10	4090.30	3881.23	2842.96	3357.55	2626.83	1984.67
Aars	504.02	3105.86	2343.72	2799.85	214.92	136.98	532.97	155.97
Aarsd1	144.21	827.95	1106.58	412.52	149.95	170.95	40.85	39.99
Aasdh	1.18	0.98	220.50	723.44	586.33	692.13	478.79	332.44
Aasdhppt	6.81	491.53	1328.25	654.57	588.48	299.40	209.05	226.34
Aatf	373.71	1705.64	912.74	1625.50	407.85	752.90	246.98	128.98
Abat	86.17	255.65	11.72	224.31	467.83	37.00	30.00	24.00
Abca12	0.30	1.96	1.99	0.99	608.92	182.04	650.95	41.24
